2008,A320-214,05/26/1999,AIRBUS INDUSTRIE,105,0,53.18333333333333,40828.9558
2008,737-3TO,07/01/1997,BOEING,1711,0,19.533333333333335,13119.33968
2008,747-422,01/26/1998,BOEING,40,0,4.283333333333333,3809.30778
2008,747-451,10/15/2007,BOEING,145,0,11.966666666666667,7497.91506
2008,747-422,08/24/1998,BOEING,145,0,6.833333333333333,4527.07342
2008,A320-214,09/03/1999,AIRBUS INDUSTRIE,136,0,44.2,34035.93166
2008,A320-214,09/10/1999,AIRBUS INDUSTRIE,136,0,47.11666666666667,34793.9308
2008,A320-214,01/18/2000,AIRBUS INDUSTRIE,136,0,24.683333333333334,18634.54786
2008,A320-214,01/24/2000,AIRBUS INDUSTRIE,4,0,7.466666666666667,5851.56024
2008,737-524,07/20/1994,BOEING,621,0,9.0,5354.27418
2008,737-524,08/29/1997,BOEING,621,0,14.033333333333333,9932.84648
2008,737-524,12/31/1997,BOEING,1211,0,6.35,4757.20904
2008,737-524,02/22/2008,BOEING,1654,0,25.75,19831.896819999998
2008,747-422,12/29/1998,BOEING,62,0,9.183333333333334,7718.3946399999995
2008,747-422,02/01/1999,BOEING,145,0,17.383333333333333,12913.34416
2008,747-422,03/31/1999,BOEING,1065,0,2.2333333333333334,1556.23178
2008,767-332,04/13/1998,BOEING,1982,1,19.3,13494.3159
2008,767-332,04/22/1998,BOEING,127,1,12.8,8207.634
2008,747-422,04/13/1999,BOEING,145,0,6.166666666666667,4527.07342
2008,757-224,12/07/1994,BOEING,1637,0,43.0,29531.389
2008,757-224,03/29/1996,BOEING,157,0,5.966666666666667,4127.9571
2008,757-224,02/02/1998,BOEING,1637,0,36.8,26019.809119999998
2008,767-332,06/09/1987,BOEING,2159,0,60.63333333333333,41710.87412
2008,65-A90,04/02/1987,BEECH,48,1,97.01,26576.39752
2008,737-301,05/08/1998,BOEING,60,0,81.01,20014.90683
2008,737-301,05/22/1998,BOEING,52,0,81.0,20854.65839
2008,737-317,02/16/1995,BOEING,48,0,70.0,17722.98137
2008,737-317,04/26/1993,BOEING,66,0,84.0,20231.05590
2008,737-317,05/14/2007,BOEING,56,0,84.0,20473.29193
2008,737-317,10/21/1993,BOEING,56,0,72.0,17803.72671
2008,737-3A4,01/14/1986,BOEING,52,0,81.0,20765.21739
2008,737-3A4,02/03/2001,BOEING,66,0,82.0,19839.75155
2008,737-3A4,02/28/2005,BOEING,66,0,88.0,21889.44099
2008,737-3A4,05/21/2001,BOEING,70,0,101.0,25393.78882
2008,737-3A4,05/26/1994,BOEING,54,0,77.0,19580.12422
2008,737-3A4,05/28/1993,BOEING,68,0,92.01,23058.38509
2008,737-3A4,07/15/1998,BOEING,62,0,81.0,20382.60870
2008,737-3A4,10/26/2006,BOEING,44,0,63.0,16104.34783
2008,737-3A4,12/08/2005,BOEING,54,0,77.0,19576.39752
2008,737-3G7,06/06/2001,BOEING,56,0,71.0,17111.80124
2008,737-3G7,11/29/2006,BOEING,68,0,86.0,20978.88199
2008,737-3G7,12/04/2006,BOEING,58,0,73.0,18062.11180
2008,737-3H4,01/05/1996,BOEING,58,0,87.0,21588.81988
2008,737-3H4,01/06/1997,BOEING,62,0,73.0,17751.55280
2008,737-3H4,01/10/1985,BOEING,128,0,168.0,43109.31677
2008,737-3H4,01/13/1986,BOEING,64,0,87.0,21722.98137
2008,737-3H4,01/18/2008,BOEING,52,0,78.0,19998.75776
2008,737-3H4,02/10/1994,BOEING,66,0,77.0,18997.51553
2008,737-3H4,02/11/1997,BOEING,58,0,74.0,18648.44720
2008,737-3H4,02/13/1997,BOEING,58,0,82.0,20766.45963
2008,737-3H4,02/14/2005,BOEING,40,0,47.0,11416.14907
2008,737-3H4,02/19/1997,BOEING,62,0,76.0,18874.53416
2008,737-3H4,02/25/1997,BOEING,50,0,74.0,18510.55901
2008,737-3H4,03/02/2000,BOEING,48,0,77.0,20130.43478
2008,737-3H4,03/21/1986,BOEING,58,0,73.0,18346.58385
2008,737-3H4,03/22/2004,BOEING,190,0,233.0,56880.74534
2008,737-3H4,03/24/1986,BOEING,56,0,75.0,18995.03106
2008,737-3H4,03/27/1986,BOEING,56,0,68.0,16719.25466
2008,737-3H4,04/04/1994,BOEING,96,0,131.0,33370.18634
2008,737-3H4,04/13/1988,BOEING,62,0,80.0,19864.59627
2008,737-3H4,04/20/1992,BOEING,114,0,154.0,38534.16149
2008,737-3H4,04/25/1988,BOEING,54,0,67.0,16537.88820
2008,737-3H4,04/30/1999,BOEING,68,0,91.0,22407.45342
2008,737-3H4,05/01/1999,BOEING,54,0,71.01,18086.95652
2008,737-3H4,05/03/1999,BOEING,116,0,148.0,37279.50311
2008,737-3H4,05/12/1997,BOEING,52,0,66.0,16475.77640
2008,737-3H4,05/13/1993,BOEING,52,0,78.0,18777.63975
2008,737-3H4,05/13/2004,BOEING,1064,0,1470.0,367219.87578
2008,737-3H4,05/14/2003,BOEING,54,0,82.0,21321.73913
2008,737-3H4,05/16/1996,BOEING,44,0,68.0,17319.25466
2008,737-3H4,05/17/1993,BOEING,52,0,80.0,20173.91304
2008,737-3H4,05/19/2004,BOEING,234,0,285.0,69560.24845
2008,737-3H4,05/20/1993,BOEING,34,0,52.0,13878.26087
2008,737-3H4,05/20/2004,BOEING,256,0,318.0,76572.67081
2008,737-3H4,05/26/1988,BOEING,58,0,89.0,22354.03727
2008,737-3H4,06/02/1997,BOEING,48,0,82.0,21550.31056
2008,737-3H4,06/05/1997,BOEING,50,0,68.0,17350.31056
2008,737-3H4,06/07/1989,BOEING,62,0,77.0,18322.98137
2008,737-3H4,06/07/1993,BOEING,62,0,90.0,21329.19255
2008,737-3H4,06/10/1992,BOEING,56,0,56.0,13363.97516
2008,737-3H4,06/11/1992,BOEING,58,0,80.0,19626.08696
2008,737-3H4,06/13/1989,BOEING,52,0,63.01,16755.27950
2008,737-3H4,06/16/1988,BOEING,56,0,75.0,18891.92547
2008,737-3H4,06/18/1988,BOEING,120,0,155.0,37483.22981
2008,737-3H4,06/27/2005,BOEING,78,0,109.0,27375.15528
2008,737-3H4,07/16/1996,BOEING,56,0,71.01,17397.51553
2008,737-3H4,07/17/1996,BOEING,108,0,156.0,38740.37267
2008,737-3H4,07/18/1996,BOEING,110,0,157.0,40105.59006
2008,737-3H4,07/19/2004,BOEING,54,0,80.0,20294.40994
2008,737-3H4,07/20/1989,BOEING,46,0,64.0,16915.52795
2008,737-3H4,07/24/1996,BOEING,68,0,86.0,21032.29814
2008,737-3H4,07/31/1996,BOEING,48,0,71.0,18142.85714
2008,737-3H4,08/03/1991,BOEING,44,0,75.01,19341.61491
2008,737-3H4,08/05/1993,BOEING,54,0,81.01,20726.70807
2008,737-3H4,08/12/1991,BOEING,28,0,38.01,9244.72050
2008,737-3H4,08/16/1991,BOEING,44,0,63.0,16090.68323
2008,737-3H4,08/22/1989,BOEING,66,0,80.0,19267.08075
2008,737-3H4,08/23/1993,BOEING,56,0,76.01,18870.80745
2008,737-3H4,08/23/1997,BOEING,110,0,148.0,36736.64596
2008,737-3H4,08/29/1995,BOEING,56,0,78.0,20204.96894
2008,737-3H4,08/31/1995,BOEING,52,0,70.0,17598.75776
2008,737-3H4,09/04/1997,BOEING,64,0,97.0,24947.82609
2008,737-3H4,09/05/1996,BOEING,64,0,69.0,16060.86957
2008,737-3H4,09/06/1997,BOEING,54,0,70.0,17171.42857
2008,737-3H4,09/07/1995,BOEING,58,0,68.01,16696.89441
2008,737-3H4,09/09/1994,BOEING,52,0,79.0,20572.67081
2008,737-3H4,09/10/1993,BOEING,66,0,90.0,22315.52795
2008,737-3H4,09/10/1996,BOEING,56,0,77.0,19462.11180
2008,737-3H4,09/14/1985,BOEING,52,0,62.0,14694.40994
2008,737-3H4,09/15/1995,BOEING,64,0,86.0,21242.23602
2008,737-3H4,09/18/1985,BOEING,52,0,71.0,17679.50311
2008,737-3H4,09/26/1998,BOEING,112,0,156.0,37987.57764
2008,737-3H4,09/29/1995,BOEING,66,0,84.0,21515.52795
2008,737-3H4,10/03/1996,BOEING,56,0,72.01,18373.91304
2008,737-3H4,10/04/1996,BOEING,54,0,70.0,16987.57764
2008,737-3H4,10/07/1994,BOEING,64,0,82.0,20136.64596
2008,737-3H4,10/10/1997,BOEING,120,0,157.0,38838.50932
2008,737-3H4,10/11/1985,BOEING,70,0,85.01,20824.84472
2008,737-3H4,10/14/2004,BOEING,56,0,82.0,20672.04969
2008,737-3H4,10/20/1994,BOEING,58,0,76.0,18672.04969
2008,737-3H4,10/20/1995,BOEING,54,0,58.01,13848.44720
2008,737-3H4,10/20/1997,BOEING,60,0,86.0,21926.70807
2008,737-3H4,10/22/1996,BOEING,188,0,231.0,57063.35404
2008,737-3H4,10/23/1996,BOEING,54,0,62.0,15580.12422
2008,737-3H4,10/26/2004,BOEING,60,0,82.0,19793.78882
2008,737-3H4,10/30/1997,BOEING,62,0,79.0,20770.18634
2008,737-3H4,10/31/1997,BOEING,50,0,66.0,16742.85714
2008,737-3H4,11/01/1995,BOEING,64,0,72.0,17201.24224
2008,737-3H4,11/02/1995,BOEING,56,0,72.0,18490.68323
2008,737-3H4,11/05/1996,BOEING,68,0,85.0,20795.03106
2008,737-3H4,11/09/1995,BOEING,66,0,87.0,21022.36025
2008,737-3H4,11/12/1991,BOEING,54,0,71.0,17544.09938
2008,737-3H4,11/13/1996,BOEING,64,0,80.0,20160.24845
2008,737-3H4,11/17/1995,BOEING,60,0,76.0,18711.80124
2008,737-3H4,11/28/1990,BOEING,48,0,65.0,16570.18634
2008,737-3H4,12/03/1990,BOEING,40,0,69.0,17795.03106
2008,737-3H4,12/03/1997,BOEING,56,0,74.01,18100.62112
2008,737-3H4,12/07/1994,BOEING,54,0,68.0,16515.52795
2008,737-3H4,12/13/1995,BOEING,52,0,75.0,19397.51553
2008,737-3H4,12/19/1995,BOEING,60,0,83.0,20826.08696
2008,737-3K2,06/13/2002,BOEING,68,0,96.0,23614.90683
2008,737-3K2,08/07/2003,BOEING,56,0,71.0,17149.06832
2008,737-3L9,04/17/1998,BOEING,72,0,93.0,23072.04969
2008,737-3Q8,01/19/2005,BOEING,60,0,81.0,20913.04348
2008,737-3Q8,01/27/2005,BOEING,46,0,61.0,15412.42236
2008,737-3Q8,01/30/1997,BOEING,50,0,59.0,14243.47826
2008,737-3Q8,03/09/1996,BOEING,46,0,69.0,17244.72050
2008,737-3Q8,03/11/1997,BOEING,58,0,73.0,17850.93168
2008,737-3Q8,05/03/2002,BOEING,62,0,66.0,15924.22360
2008,737-3Q8,08/10/1996,BOEING,62,0,77.0,18739.13043
2008,737-3Q8,10/12/2000,BOEING,52,0,77.01,19827.32919
2008,737-3T5,03/11/1997,BOEING,124,0,156.0,38842.23602
2008,737-3T5,12/08/2005,BOEING,38,0,53.0,13274.53416
2008,737-3TO,11/05/1992,BOEING,64,0,83.0,21004.96894
2008,737-3Y0,01/05/1995,BOEING,46,0,69.0,17725.46584
2008,737-3Y0,01/18/1995,BOEING,66,0,77.0,18708.07453
2008,737-3Y0,02/21/1995,BOEING,58,0,83.0,21081.98758
2008,737-3Y0,03/30/1999,BOEING,54,0,65.0,15433.54037
2008,737-3Y0,12/23/1991,BOEING,44,0,55.0,13450.93168
2008,737-5H4,02/10/1992,BOEING,64,0,69.0,16713.04348
2008,737-5H4,02/11/1992,BOEING,68,0,63.0,14608.69565
2008,737-5H4,03/30/2000,BOEING,52,0,60.0,14667.08075
2008,737-5H4,05/13/2004,BOEING,86,0,70.0,15567.70186
2008,737-5H4,05/14/1990,BOEING,120,0,103.0,23677.01863
2008,737-5H4,05/17/2004,BOEING,246,0,272.0,66004.96894
2008,737-5H4,05/19/2004,BOEING,56,0,76.0,19008.69565
2008,737-5H4,06/05/1992,BOEING,64,0,63.01,14691.92547
2008,737-5H4,06/11/1991,BOEING,66,0,68.01,16293.16770
2008,737-5H4,06/12/1992,BOEING,72,0,69.0,16001.24224
2008,737-5H4,06/19/1992,BOEING,74,0,66.0,15573.91304
2008,737-5H4,06/21/1991,BOEING,70,0,81.0,19725.46584
2008,737-5H4,06/22/2004,BOEING,118,0,141.0,34531.67702
2008,737-5H4,09/18/1990,BOEING,58,0,61.0,14397.51553
2008,737-5H4,10/08/1991,BOEING,78,0,80.0,19222.36025
2008,737-5H4,10/28/1991,BOEING,76,0,76.0,17560.24845
2008,737-5H4,11/06/1991,BOEING,66,0,73.01,17491.92547
2008,737-705,08/24/2006,BOEING,58,0,87.0,22700.62112
2008,737-76Q,04/13/2007,BOEING,42,0,100.0,28310.55901
2008,737-76Q,05/02/2007,BOEING,46,0,91.0,24518.01242
2008,737-7AD,05/03/2000,BOEING,48,0,79.0,20596.27329
2008,737-7H4,01/02/2001,BOEING,52,0,74.0,18719.25466
2008,737-7H4,01/03/2005,BOEING,42,0,95.0,26017.39130
2008,737-7H4,01/05/2006,BOEING,90,0,158.0,42049.68944
2008,737-7H4,01/06/2000,BOEING,50,0,88.01,23033.54037
2008,737-7H4,01/08/2007,BOEING,44,0,79.0,20562.73292
2008,737-7H4,01/10/2001,BOEING,38,0,74.0,20351.55280
2008,737-7H4,01/10/2006,BOEING,50,0,103.0,28098.13665
2008,737-7H4,01/10/2008,BOEING,50,0,90.01,23941.61491
2008,737-7H4,01/12/2001,BOEING,94,0,160.0,41484.47205
2008,737-7H4,01/12/2004,BOEING,58,0,82.0,20913.04348
2008,737-7H4,01/12/2005,BOEING,44,0,75.0,19921.73913
2008,737-7H4,01/18/2001,BOEING,50,0,94.0,25183.85093
2008,737-7H4,01/22/2004,BOEING,54,0,83.01,21703.10559
2008,737-7H4,01/23/2004,BOEING,48,0,76.0,20354.03727
2008,737-7H4,01/24/2005,BOEING,48,0,99.0,26674.53416
2008,737-7H4,01/26/1999,BOEING,50,0,82.0,21550.31056
2008,737-7H4,01/27/1999,BOEING,114,0,188.0,49627.32919
2008,737-7H4,01/28/2002,BOEING,48,0,71.0,18822.36025
2008,737-7H4,01/30/2001,BOEING,54,0,85.0,22971.42857
2008,737-7H4,01/31/2000,BOEING,40,0,92.0,25101.86335
2008,737-7H4,01/31/2003,BOEING,110,0,170.0,43828.57143
2008,737-7H4,01/31/2007,BOEING,82,0,138.0,39191.30435
2008,737-7H4,02/01/2001,BOEING,62,0,95.0,23814.90683
2008,737-7H4,02/03/2004,BOEING,56,0,90.0,23940.37267
2008,737-7H4,02/04/2005,BOEING,98,0,171.0,44290.68323
2008,737-7H4,02/10/1999,BOEING,48,0,86.01,22827.32919
2008,737-7H4,02/11/2005,BOEING,48,0,66.01,17202.48447
2008,737-7H4,02/15/2002,BOEING,58,0,94.0,24091.92547
2008,737-7H4,02/15/2005,BOEING,62,0,95.0,24612.42236
2008,737-7H4,02/16/1999,BOEING,44,0,84.0,22617.39130
2008,737-7H4,02/17/2005,BOEING,48,0,85.0,23422.36025
2008,737-7H4,02/17/2006,BOEING,54,0,93.0,24089.44099
2008,737-7H4,02/19/2004,BOEING,50,0,75.0,19706.83230
2008,737-7H4,02/22/2007,BOEING,40,0,75.0,20234.78261
2008,737-7H4,02/24/1998,BOEING,52,0,74.0,18424.84472
2008,737-7H4,02/26/2001,BOEING,52,0,82.0,22440.99379
2008,737-7H4,02/28/2007,BOEING,58,0,85.0,22009.93789
2008,737-7H4,03/03/2005,BOEING,44,0,84.0,23795.03106
2008,737-7H4,03/04/2002,BOEING,52,0,79.01,20421.11801
2008,737-7H4,03/05/2002,BOEING,48,0,79.01,21043.47826
2008,737-7H4,03/05/2003,BOEING,52,0,92.0,23714.28571
